CountryCode,DisplayName,region,Level,ProjYear,PovertyLine,variable,value
AGO,Angola,SSA,National,1981,2.195249,HeadCount,0.1533456
AGO,Angola,SSA,National,1981,3.642544,HeadCount,0.2788326
AGO,Angola,SSA,National,1981,6.11676,HeadCount,0.4911829
AGO,Angola,SSA,National,1981,3.981504,HeadCount,0.3092863
AGO,Angola,SSA,National,1981,5.939234,HeadCount,0.4771856
AGO,Angola,SSA,National,1981,2.308829,HeadCount,0.1626989
AGO,Angola,SSA,National,1984,2.195249,HeadCount,0.1549257
AGO,Angola,SSA,National,1984,3.642544,HeadCount,0.2810331
AGO,Angola,SSA,National,1984,6.11676,HeadCount,0.4932987
AGO,Angola,SSA,National,1984,3.981504,HeadCount,0.310291
AGO,Angola,SSA,National,1984,5.939234,HeadCount,0.4806289
AGO,Angola,SSA,National,1984,2.308829,HeadCount,0.1640071
AGO,Angola,SSA,National,1987,2.195249,HeadCount,0.1552253
AGO,Angola,SSA,National,1987,3.642544,HeadCount,0.2823659
AGO,Angola,SSA,National,1987,6.11676,HeadCount,0.4944574
AGO,Angola,SSA,National,1987,3.981504,HeadCount,0.3115022
AGO,Angola,SSA,National,1987,5.939234,HeadCount,0.4818791
AGO,Angola,SSA,National,1987,2.308829,HeadCount,0.1645572
AGO,Angola,SSA,National,1990,2.195249,HeadCount,0.1679438
AGO,Angola,SSA,National,1990,3.642544,HeadCount,0.3088557
AGO,Angola,SSA,National,1990,6.11676,HeadCount,0.5333089
AGO,Angola,SSA,National,1990,3.981504,HeadCount,0.3402478
AGO,Angola,SSA,National,1990,5.939234,HeadCount,0.5195038
AGO,Angola,SSA,National,1990,2.308829,HeadCount,0.1792437
AGO,Angola,SSA,National,1993,2.195249,HeadCount,0.2803899
AGO,Angola,SSA,National,1993,3.642544,HeadCount,0.4876571
AGO,Angola,SSA,National,1993,6.11676,HeadCount,0.7160222
AGO,Angola,SSA,National,1993,3.981504,HeadCount,0.5299392
AGO,Angola,SSA,National,1993,5.939234,HeadCount,0.7036967
AGO,Angola,SSA,National,1993,2.308829,HeadCount,0.298388
AGO,Angola,SSA,National,1996,2.195249,HeadCount,0.2300058
AGO,Angola,SSA,National,1996,3.642544,HeadCount,0.4100528
AGO,Angola,SSA,National,1996,6.11676,HeadCount,0.6439492
AGO,Angola,SSA,National,1996,3.981504,HeadCount,0.4489181
AGO,Angola,SSA,National,1996,5.939234,HeadCount,0.6313263
AGO,Angola,SSA,National,1996,2.308829,HeadCount,0.2440652
AGO,Angola,SSA,National,1999,2.195249,HeadCount,0.2201779
AGO,Angola,SSA,National,1999,3.642544,HeadCount,0.3936346
AGO,Angola,SSA,National,1999,6.11676,HeadCount,0.6269813
AGO,Angola,SSA,National,1999,3.981504,HeadCount,0.427538
AGO,Angola,SSA,National,1999,5.939234,HeadCount,0.6148881
AGO,Angola,SSA,National,1999,2.308829,HeadCount,0.2320741
AGO,Angola,SSA,National,2002,2.195249,HeadCount,0.221171
AGO,Angola,SSA,National,2002,3.642544,HeadCount,0.3945079
AGO,Angola,SSA,National,2002,6.11676,HeadCount,0.6256166
AGO,Angola,SSA,National,2002,3.981504,HeadCount,0.4385349
AGO,Angola,SSA,National,2002,5.939234,HeadCount,0.612775
AGO,Angola,SSA,National,2002,2.308829,HeadCount,0.2374905
AGO,Angola,SSA,National,2005,2.195249,HeadCount,0.2030123
AGO,Angola,SSA,National,2005,3.642544,HeadCount,0.401762
AGO,Angola,SSA,National,2005,6.11676,HeadCount,0.6355145
AGO,Angola,SSA,National,2005,3.981504,HeadCount,0.441292
AGO,Angola,SSA,National,2005,5.939234,HeadCount,0.6226159
AGO,Angola,SSA,National,2005,2.308829,HeadCount,0.2210386
AGO,Angola,SSA,National,2008,2.195249,HeadCount,0.1462012
AGO,Angola,SSA,National,2008,3.642544,HeadCount,0.3589044
AGO,Angola,SSA,National,2008,6.11676,HeadCount,0.6195025
AGO,Angola,SSA,National,2008,3.981504,HeadCount,0.3987661
AGO,Angola,SSA,National,2008,5.939234,HeadCount,0.6008965
AGO,Angola,SSA,National,2008,2.308829,HeadCount,0.1570795
AGO,Angola,SSA,National,2010,2.195249,HeadCount,0.1686471
AGO,Angola,SSA,National,2010,3.642544,HeadCount,0.3901922
AGO,Angola,SSA,National,2010,6.11676,HeadCount,0.6475966
AGO,Angola,SSA,National,2010,3.981504,HeadCount,0.4294953
AGO,Angola,SSA,National,2010,5.939234,HeadCount,0.6330688
AGO,Angola,SSA,National,2010,2.308829,HeadCount,0.1823946
AGO,Angola,SSA,National,2011,2.195249,HeadCount,0.1804226
AGO,Angola,SSA,National,2011,3.642544,HeadCount,0.4005703
AGO,Angola,SSA,National,2011,6.11676,HeadCount,0.6532135
AGO,Angola,SSA,National,2011,3.981504,HeadCount,0.438844
AGO,Angola,SSA,National,2011,5.939234,HeadCount,0.6405979
AGO,Angola,SSA,National,2011,2.308829,HeadCount,0.195627
AGO,Angola,SSA,National,2012,2.195249,HeadCount,0.1894167
AGO,Angola,SSA,National,2012,3.642544,HeadCount,0.3983808
AGO,Angola,SSA,National,2012,6.11676,HeadCount,0.6452005
AGO,Angola,SSA,National,2012,3.981504,HeadCount,0.4411745
AGO,Angola,SSA,National,2012,5.939234,HeadCount,0.6324897
AGO,Angola,SSA,National,2012,2.308829,HeadCount,0.2037358
AGO,Angola,SSA,National,2013,2.195249,HeadCount,0.1997486
AGO,Angola,SSA,National,2013,3.642544,HeadCount,0.405367
AGO,Angola,SSA,National,2013,6.11676,HeadCount,0.6483744
AGO,Angola,SSA,National,2013,3.981504,HeadCount,0.4488278
AGO,Angola,SSA,National,2013,5.939234,HeadCount,0.635759
AGO,Angola,SSA,National,2013,2.308829,HeadCount,0.2145143
AGO,Angola,SSA,National,2015,2.195249,HeadCount,0.2314008
AGO,Angola,SSA,National,2015,3.642544,HeadCount,0.4361404
AGO,Angola,SSA,National,2015,6.11676,HeadCount,0.6701017
AGO,Angola,SSA,National,2015,3.981504,HeadCount,0.4777551
AGO,Angola,SSA,National,2015,5.939234,HeadCount,0.6584284
AGO,Angola,SSA,National,2015,2.308829,HeadCount,0.247229
AGO,Angola,SSA,National,2018,2.195249,HeadCount,0.3251228
AGO,Angola,SSA,National,2018,3.642544,HeadCount,0.5416767
AGO,Angola,SSA,National,2018,6.11676,HeadCount,0.7493774
AGO,Angola,SSA,National,2018,3.981504,HeadCount,0.5791931
AGO,Angola,SSA,National,2018,5.939234,HeadCount,0.7368136
AGO,Angola,SSA,National,2018,2.308829,HeadCount,0.3481835
AGO,Angola,SSA,National,2019,2.195249,HeadCount,0.3278443
AGO,Angola,SSA,National,2019,3.642544,HeadCount,0.5448021
AGO,Angola,SSA,National,2019,6.11676,HeadCount,0.7521688
AGO,Angola,SSA,National,2019,3.981504,HeadCount,0.5821703
AGO,Angola,SSA,National,2019,5.939234,HeadCount,0.7394381
AGO,Angola,SSA,National,2019,2.308829,HeadCount,0.3525136
AGO,Angola,SSA,National,2020,2.195249,HeadCount,0.3439232
AGO,Angola,SSA,National,2020,3.642544,HeadCount,0.5602061
AGO,Angola,SSA,National,2020,6.11676,HeadCount,0.7626718
AGO,Angola,SSA,National,2020,3.981504,HeadCount,0.5992956
AGO,Angola,SSA,National,2020,5.939234,HeadCount,0.7534769
AGO,Angola,SSA,National,2020,2.308829,HeadCount,0.3671912
AGO,Angola,SSA,National,2021,2.195249,HeadCount,0.3315857
AGO,Angola,SSA,National,2021,3.642544,HeadCount,0.548327
AGO,Angola,SSA,National,2021,6.11676,HeadCount,0.7537504
AGO,Angola,SSA,National,2021,3.981504,HeadCount,0.5858381
AGO,Angola,SSA,National,2021,5.939234,HeadCount,0.7430476
AGO,Angola,SSA,National,2021,2.308829,HeadCount,0.3555357
ALB,Albania,ECA,National,1981,2.195249,HeadCount,0.004645278
ALB,Albania,ECA,National,1981,3.642544,HeadCount,0.07205926
ALB,Albania,ECA,National,1981,6.11676,HeadCount,0.3479197
ALB,Albania,ECA,National,1981,3.981504,HeadCount,0.1053681
ALB,Albania,ECA,National,1981,5.939234,HeadCount,0.3281781
ALB,Albania,ECA,National,1981,2.308829,HeadCount,0.006899978
ALB,Albania,ECA,National,1984,2.195249,HeadCount,0.00534846
ALB,Albania,ECA,National,1984,3.642544,HeadCount,0.08261305
ALB,Albania,ECA,National,1984,6.11676,HeadCount,0.3751486
ALB,Albania,ECA,National,1984,3.981504,HeadCount,0.1148913
ALB,Albania,ECA,National,1984,5.939234,HeadCount,0.3555107
ALB,Albania,ECA,National,1984,2.308829,HeadCount,0.008623258
ALB,Albania,ECA,National,1987,2.195249,HeadCount,0.005067833
ALB,Albania,ECA,National,1987,3.642544,HeadCount,0.0782996
ALB,Albania,ECA,National,1987,6.11676,HeadCount,0.373002
ALB,Albania,ECA,National,1987,3.981504,HeadCount,0.1148913
ALB,Albania,ECA,National,1987,5.939234,HeadCount,0.3509824
ALB,Albania,ECA,National,1987,2.308829,HeadCount,0.008623258
ALB,Albania,ECA,National,1990,2.195249,HeadCount,0.009605859
ALB,Albania,ECA,National,1990,3.642544,HeadCount,0.1128205
ALB,Albania,ECA,National,1990,6.11676,HeadCount,0.4308331
ALB,Albania,ECA,National,1990,3.981504,HeadCount,0.1532365
ALB,Albania,ECA,National,1990,5.939234,HeadCount,0.4133064
ALB,Albania,ECA,National,1990,2.308829,HeadCount,0.01278026
ALB,Albania,ECA,National,1993,2.195249,HeadCount,0.04572057
ALB,Albania,ECA,National,1993,3.642544,HeadCount,0.263168
ALB,Albania,ECA,National,1993,6.11676,HeadCount,0.6608532
ALB,Albania,ECA,National,1993,3.981504,HeadCount,0.3336447
ALB,Albania,ECA,National,1993,5.939234,HeadCount,0.6333787
ALB,Albania,ECA,National,1993,2.308829,HeadCount,0.05485025
ALB,Albania,ECA,National,1996,2.195249,HeadCount,0.00920669
ALB,Albania,ECA,National,1996,3.642544,HeadCount,0.1084131
ALB,Albania,ECA,National,1996,6.11676,HeadCount,0.4185169
ALB,Albania,ECA,National,1996,3.981504,HeadCount,0.1469401
ALB,Albania,ECA,National,1996,5.939234,HeadCount,0.3950567
ALB,Albania,ECA,National,1996,2.308829,HeadCount,0.01062273
ALB,Albania,ECA,National,1999,2.195249,HeadCount,0.01262945
ALB,Albania,ECA,National,1999,3.642544,HeadCount,0.1227562
ALB,Albania,ECA,National,1999,6.11676,HeadCount,0.4478508
ALB,Albania,ECA,National,1999,3.981504,HeadCount,0.1635654
ALB,Albania,ECA,National,1999,5.939234,HeadCount,0.4261834
ALB,Albania,ECA,National,1999,2.308829,HeadCount,0.01557663
ALB,Albania,ECA,National,2002,2.195249,HeadCount,0.01570843
ALB,Albania,ECA,National,2002,3.642544,HeadCount,0.1360762
ALB,Albania,ECA,National,2002,6.11676,HeadCount,0.4751868
ALB,Albania,ECA,National,2002,3.981504,HeadCount,0.1767134
ALB,Albania,ECA,National,2002,5.939234,HeadCount,0.4551174
ALB,Albania,ECA,National,2002,2.308829,HeadCount,0.01921465
ALB,Albania,ECA,National,2005,2.195249,HeadCount,0.008605271
ALB,Albania,ECA,National,2005,3.642544,HeadCount,0.08354589
ALB,Albania,ECA,National,2005,6.11676,HeadCount,0.3567456
ALB,Albania,ECA,National,2005,3.981504,HeadCount,0.1163725
ALB,Albania,ECA,National,2005,5.939234,HeadCount,0.3357963
ALB,Albania,ECA,National,2005,2.308829,HeadCount,0.01081512
ALB,Albania,ECA,National,2008,2.195249,HeadCount,0.003136496
ALB,Albania,ECA,National,2008,3.642544,HeadCount,0.04948879
ALB,Albania,ECA,National,2008,6.11676,HeadCount,0.2817071
ALB,Albania,ECA,National,2008,3.981504,HeadCount,0.07054763
ALB,Albania,ECA,National,2008,5.939234,HeadCount,0.2629525
ALB,Albania,ECA,National,2008,2.308829,HeadCount,0.003321815
ALB,Albania,ECA,National,2010,2.195249,HeadCount,0.005987268
ALB,Albania,ECA,National,2010,3.642544,HeadCount,0.04642051
ALB,Albania,ECA,National,2010,6.11676,HeadCount,0.2859252
ALB,Albania,ECA,National,2010,3.981504,HeadCount,0.07127844
ALB,Albania,ECA,National,2010,5.939234,HeadCount,0.2626098
ALB,Albania,ECA,National,2010,2.308829,HeadCount,0.006759223
ALB,Albania,ECA,National,2011,2.195249,HeadCount,0.006872971
ALB,Albania,ECA,National,2011,3.642544,HeadCount,0.04993137
ALB,Albania,ECA,National,2011,6.11676,HeadCount,0.2952393
ALB,Albania,ECA,National,2011,3.981504,HeadCount,0.07425509
ALB,Albania,ECA,National,2011,5.939234,HeadCount,0.2741746
ALB,Albania,ECA,National,2011,2.308829,HeadCount,0.008244046
ALB,Albania,ECA,National,2012,2.195249,HeadCount,0.008497544
ALB,Albania,ECA,National,2012,3.642544,HeadCount,0.05638702
ALB,Albania,ECA,National,2012,6.11676,HeadCount,0.3180503
ALB,Albania,ECA,National,2012,3.981504,HeadCount,0.08124778
ALB,Albania,ECA,National,2012,5.939234,HeadCount,0.2956704
ALB,Albania,ECA,National,2012,2.308829,HeadCount,0.010242
ALB,Albania,ECA,National,2013,2.195249,HeadCount,0.01213316
ALB,Albania,ECA,National,2013,3.642544,HeadCount,0.08893477
ALB,Albania,ECA,National,2013,6.11676,HeadCount,0.3346461
ALB,Albania,ECA,National,2013,3.981504,HeadCount,0.1165341
ALB,Albania,ECA,National,2013,5.939234,HeadCount,0.3148537
ALB,Albania,ECA,National,2013,2.308829,HeadCount,0.01632734
ALB,Albania,ECA,National,2015,2.195249,HeadCount,0.01126756
ALB,Albania,ECA,National,2015,3.642544,HeadCount,0.08029144
ALB,Albania,ECA,National,2015,6.11676,HeadCount,0.3176108
ALB,Albania,ECA,National,2015,3.981504,HeadCount,0.1057484
ALB,Albania,ECA,National,2015,5.939234,HeadCount,0.3002576
ALB,Albania,ECA,National,2015,2.308829,HeadCount,0.0127907
ALB,Albania,ECA,National,2018,2.195249,HeadCount,0.01094077
ALB,Albania,ECA,National,2018,3.642544,HeadCount,0.06765813
ALB,Albania,ECA,National,2018,6.11676,HeadCount,0.2926842
ALB,Albania,ECA,National,2018,3.981504,HeadCount,0.09164436
ALB,Albania,ECA,National,2018,5.939234,HeadCount,0.2769585
ALB,Albania,ECA,National,2018,2.308829,HeadCount,0.01382742
ALB,Albania,ECA,National,2019,2.195249,HeadCount,0.008799503
ALB,Albania,ECA,National,2019,3.642544,HeadCount,0.06338911
ALB,Albania,ECA,National,2019,6.11676,HeadCount,0.2814277
ALB,Albania,ECA,National,2019,3.981504,HeadCount,0.08541671
ALB,Albania,ECA,National,2019,5.939234,HeadCount,0.265368
ALB,Albania,ECA,National,2019,2.308829,HeadCount,0.01218212
ALB,Albania,ECA,National,2020,2.195249,HeadCount,0.01355456
ALB,Albania,ECA,National,2020,3.642544,HeadCount,0.0789841
ALB,Albania,ECA,National,2020,6.11676,HeadCount,0.3185072
ALB,Albania,ECA,National,2020,3.981504,HeadCount,0.1112349
ALB,Albania,ECA,National,2020,5.939234,HeadCount,0.3022369
ALB,Albania,ECA,National,2020,2.308829,HeadCount,0.01727963
ALB,Albania,ECA,National,2021,2.195249,HeadCount,0.009942718
ALB,Albania,ECA,National,2021,3.642544,HeadCount,0.06735015
ALB,Albania,ECA,National,2021,6.11676,HeadCount,0.2904299
ALB,Albania,ECA,National,2021,3.981504,HeadCount,0.09083999
ALB,Albania,ECA,National,2021,5.939234,HeadCount,0.2755018
ALB,Albania,ECA,National,2021,2.308829,HeadCount,0.01355456
ARE,United Arab Emirates,OHI,National,1981,2.195249,HeadCount,0
ARE,United Arab Emirates,OHI,National,1981,3.642544,HeadCount,0
ARE,United Arab Emirates,OHI,National,1981,6.11676,HeadCount,0
ARE,United Arab Emirates,OHI,National,1981,3.981504,HeadCount,0
ARE,United Arab Emirates,OHI,National,1981,5.939234,HeadCount,0
ARE,United Arab Emirates,OHI,National,1981,2.308829,HeadCount,0
ARE,United Arab Emirates,OHI,National,1984,2.195249,HeadCount,0
ARE,United Arab Emirates,OHI,National,1984,3.642544,HeadCount,0
ARE,United Arab Emirates,OHI,National,1984,6.11676,HeadCount,0
ARE,United Arab Emirates,OHI,National,1984,3.981504,HeadCount,0
ARE,United Arab Emirates,OHI,National,1984,5.939234,HeadCount,0
ARE,United Arab Emirates,OHI,National,1984,2.308829,HeadCount,0
ARE,United Arab Emirates,OHI,National,1987,2.195249,HeadCount,0
ARE,United Arab Emirates,OHI,National,1987,3.642544,HeadCount,0
ARE,United Arab Emirates,OHI,National,1987,6.11676,HeadCount,0
ARE,United Arab Emirates,OHI,National,1987,3.981504,HeadCount,0
ARE,United Arab Emirates,OHI,National,1987,5.939234,HeadCount,0
ARE,United Arab Emirates,OHI,National,1987,2.308829,HeadCount,0
ARE,United Arab Emirates,OHI,National,1990,2.195249,HeadCount,0
ARE,United Arab Emirates,OHI,National,1990,3.642544,HeadCount,0
ARE,United Arab Emirates,OHI,National,1990,6.11676,HeadCount,0
ARE,United Arab Emirates,OHI,National,1990,3.981504,HeadCount,0
ARE,United Arab Emirates,OHI,National,1990,5.939234,HeadCount,0
ARE,United Arab Emirates,OHI,National,1990,2.308829,HeadCount,0
ARE,United Arab Emirates,OHI,National,1993,2.195249,HeadCount,0
ARE,United Arab Emirates,OHI,National,1993,3.642544,HeadCount,0
ARE,United Arab Emirates,OHI,National,1993,6.11676,HeadCount,0
ARE,United Arab Emirates,OHI,National,1993,3.981504,HeadCount,0
ARE,United Arab Emirates,OHI,National,1993,5.939234,HeadCount,0
ARE,United Arab Emirates,OHI,National,1993,2.308829,HeadCount,0
ARE,United Arab Emirates,OHI,National,1996,2.195249,HeadCount,0
ARE,United Arab Emirates,OHI,National,1996,3.642544,HeadCount,0
ARE,United Arab Emirates,OHI,National,1996,6.11676,HeadCount,0
ARE,United Arab Emirates,OHI,National,1996,3.981504,HeadCount,0
ARE,United Arab Emirates,OHI,National,1996,5.939234,HeadCount,0
ARE,United Arab Emirates,OHI,National,1996,2.308829,HeadCount,0
ARE,United Arab Emirates,OHI,National,1999,2.195249,HeadCount,0
ARE,United Arab Emirates,OHI,National,1999,3.642544,HeadCount,0
ARE,United Arab Emirates,OHI,National,1999,6.11676,HeadCount,0
ARE,United Arab Emirates,OHI,National,1999,3.981504,HeadCount,0
ARE,United Arab Emirates,OHI,National,1999,5.939234,HeadCount,0
ARE,United Arab Emirates,OHI,National,1999,2.308829,HeadCount,0
ARE,United Arab Emirates,OHI,National,2002,2.195249,HeadCount,0
ARE,United Arab Emirates,OHI,National,2002,3.642544,HeadCount,0
ARE,United Arab Emirates,OHI,National,2002,6.11676,HeadCount,0
ARE,United Arab Emirates,OHI,National,2002,3.981504,HeadCount,0
ARE,United Arab Emirates,OHI,National,2002,5.939234,HeadCount,0
ARE,United Arab Emirates,OHI,National,2002,2.308829,HeadCount,0
ARE,United Arab Emirates,OHI,National,2005,2.195249,HeadCount,0
ARE,United Arab Emirates,OHI,National,2005,3.642544,HeadCount,0
ARE,United Arab Emirates,OHI,National,2005,6.11676,HeadCount,0
ARE,United Arab Emirates,OHI,National,2005,3.981504,HeadCount,0
ARE,United Arab Emirates,OHI,National,2005,5.939234,HeadCount,0
ARE,United Arab Emirates,OHI,National,2005,2.308829,HeadCount,0
ARE,United Arab Emirates,OHI,National,2008,2.195249,HeadCount,0
ARE,United Arab Emirates,OHI,National,2008,3.642544,HeadCount,0
ARE,United Arab Emirates,OHI,National,2008,6.11676,HeadCount,0
ARE,United Arab Emirates,OHI,National,2008,3.981504,HeadCount,0
ARE,United Arab Emirates,OHI,National,2008,5.939234,HeadCount,0
ARE,United Arab Emirates,OHI,National,2008,2.308829,HeadCount,0
ARE,United Arab Emirates,OHI,National,2010,2.195249,HeadCount,0
ARE,United Arab Emirates,OHI,National,2010,3.642544,HeadCount,0
ARE,United Arab Emirates,OHI,National,2010,6.11676,HeadCount,0
ARE,United Arab Emirates,OHI,National,2010,3.981504,HeadCount,0
ARE,United Arab Emirates,OHI,National,2010,5.939234,HeadCount,0
ARE,United Arab Emirates,OHI,National,2010,2.308829,HeadCount,0
ARE,United Arab Emirates,OHI,National,2011,2.195249,HeadCount,0
ARE,United Arab Emirates,OHI,National,2011,3.642544,HeadCount,0
ARE,United Arab Emirates,OHI,National,2011,6.11676,HeadCount,0
ARE,United Arab Emirates,OHI,National,2011,3.981504,HeadCount,0
ARE,United Arab Emirates,OHI,National,2011,5.939234,HeadCount,0
ARE,United Arab Emirates,OHI,National,2011,2.308829,HeadCount,0
ARE,United Arab Emirates,OHI,National,2012,2.195249,HeadCount,0
ARE,United Arab Emirates,OHI,National,2012,3.642544,HeadCount,0
ARE,United Arab Emirates,OHI,National,2012,6.11676,HeadCount,0
ARE,United Arab Emirates,OHI,National,2012,3.981504,HeadCount,0
ARE,United Arab Emirates,OHI,National,2012,5.939234,HeadCount,0
ARE,United Arab Emirates,OHI,National,2012,2.308829,HeadCount,0
ARE,United Arab Emirates,OHI,National,2013,2.195249,HeadCount,0
ARE,United Arab Emirates,OHI,National,2013,3.642544,HeadCount,0
ARE,United Arab Emirates,OHI,National,2013,6.11676,HeadCount,0
ARE,United Arab Emirates,OHI,National,2013,3.981504,HeadCount,0
ARE,United Arab Emirates,OHI,National,2013,5.939234,HeadCount,0
ARE,United Arab Emirates,OHI,National,2013,2.308829,HeadCount,0
ARE,United Arab Emirates,OHI,National,2015,2.195249,HeadCount,0
ARE,United Arab Emirates,OHI,National,2015,3.642544,HeadCount,0
ARE,United Arab Emirates,OHI,National,2015,6.11676,HeadCount,0
ARE,United Arab Emirates,OHI,National,2015,3.981504,HeadCount,0
ARE,United Arab Emirates,OHI,National,2015,5.939234,HeadCount,0
ARE,United Arab Emirates,OHI,National,2015,2.308829,HeadCount,0
ARE,United Arab Emirates,OHI,National,2018,2.195249,HeadCount,0
ARE,United Arab Emirates,OHI,National,2018,3.642544,HeadCount,0
ARE,United Arab Emirates,OHI,National,2018,6.11676,HeadCount,0
ARE,United Arab Emirates,OHI,National,2018,3.981504,HeadCount,0
ARE,United Arab Emirates,OHI,National,2018,5.939234,HeadCount,0
ARE,United Arab Emirates,OHI,National,2018,2.308829,HeadCount,0
ARE,United Arab Emirates,OHI,National,2019,2.195249,HeadCount,0
ARE,United Arab Emirates,OHI,National,2019,3.642544,HeadCount,0
ARE,United Arab Emirates,OHI,National,2019,6.11676,HeadCount,0
ARE,United Arab Emirates,OHI,National,2019,3.981504,HeadCount,0
ARE,United Arab Emirates,OHI,National,2019,5.939234,HeadCount,0
ARE,United Arab Emirates,OHI,National,2019,2.308829,HeadCount,0
ARE,United Arab Emirates,OHI,National,2020,2.195249,HeadCount,0
ARE,United Arab Emirates,OHI,National,2020,3.642544,HeadCount,0
ARE,United Arab Emirates,OHI,National,2020,6.11676,HeadCount,0
ARE,United Arab Emirates,OHI,National,2020,3.981504,HeadCount,0
ARE,United Arab Emirates,OHI,National,2020,5.939234,HeadCount,0
ARE,United Arab Emirates,OHI,National,2020,2.308829,HeadCount,0
ARE,United Arab Emirates,OHI,National,2021,2.195249,HeadCount,0
ARE,United Arab Emirates,OHI,National,2021,3.642544,HeadCount,0
ARE,United Arab Emirates,OHI,National,2021,6.11676,HeadCount,0
ARE,United Arab Emirates,OHI,National,2021,3.981504,HeadCount,0
ARE,United Arab Emirates,OHI,National,2021,5.939234,HeadCount,0
ARE,United Arab Emirates,OHI,National,2021,2.308829,HeadCount,0
ARG,Argentina,LAC,National,1981,2.195249,HeadCount,0.06446267
ARG,Argentina,LAC,National,1981,3.642544,HeadCount,0.184953
ARG,Argentina,LAC,National,1981,6.11676,HeadCount,0.3947605
ARG,Argentina,LAC,National,1981,3.981504,HeadCount,0.2146768
ARG,Argentina,LAC,National,1981,5.939234,HeadCount,0.3803024
ARG,Argentina,LAC,National,1981,2.308829,HeadCount,0.07298046
ARG,Argentina,LAC,National,1984,2.195249,HeadCount,0.05410195
ARG,Argentina,LAC,National,1984,3.642544,HeadCount,0.1650608
ARG,Argentina,LAC,National,1984,6.11676,HeadCount,0.3617819
ARG,Argentina,LAC,National,1984,3.981504,HeadCount,0.1922734
ARG,Argentina,LAC,National,1984,5.939234,HeadCount,0.3480156
ARG,Argentina,LAC,National,1984,2.308829,HeadCount,0.06223255
ARG,Argentina,LAC,National,1987,2.195249,HeadCount,0.08663145
ARG,Argentina,LAC,National,1987,3.642544,HeadCount,0.2120613
ARG,Argentina,LAC,National,1987,6.11676,HeadCount,0.4205557
ARG,Argentina,LAC,National,1987,3.981504,HeadCount,0.2417214
ARG,Argentina,LAC,National,1987,5.939234,HeadCount,0.4065665
ARG,Argentina,LAC,National,1987,2.308829,HeadCount,0.09627401
ARG,Argentina,LAC,National,1990,2.195249,HeadCount,0.1575971
ARG,Argentina,LAC,National,1990,3.642544,HeadCount,0.3623056
ARG,Argentina,LAC,National,1990,6.11676,HeadCount,0.6246896
ARG,Argentina,LAC,National,1990,3.981504,HeadCount,0.3999028
ARG,Argentina,LAC,National,1990,5.939234,HeadCount,0.6012236
ARG,Argentina,LAC,National,1990,2.308829,HeadCount,0.1750546
ARG,Argentina,LAC,National,1993,2.195249,HeadCount,0.1531866
ARG,Argentina,LAC,National,1993,3.642544,HeadCount,0.3278671
ARG,Argentina,LAC,National,1993,6.11676,HeadCount,0.580364
ARG,Argentina,LAC,National,1993,3.981504,HeadCount,0.3671975
ARG,Argentina,LAC,National,1993,5.939234,HeadCount,0.5643108
ARG,Argentina,LAC,National,1993,2.308829,HeadCount,0.1689997
ARG,Argentina,LAC,National,1996,2.195249,HeadCount,0.2255788
ARG,Argentina,LAC,National,1996,3.642544,HeadCount,0.4222458
ARG,Argentina,LAC,National,1996,6.11676,HeadCount,0.6486475
ARG,Argentina,LAC,National,1996,3.981504,HeadCount,0.4603969
ARG,Argentina,LAC,National,1996,5.939234,HeadCount,0.6435839
ARG,Argentina,LAC,National,1996,2.308829,HeadCount,0.2325505
ARG,Argentina,LAC,National,1999,2.195249,HeadCount,0.2443287
ARG,Argentina,LAC,National,1999,3.642544,HeadCount,0.4406163
ARG,Argentina,LAC,National,1999,6.11676,HeadCount,0.6615796
ARG,Argentina,LAC,National,1999,3.981504,HeadCount,0.4746638
ARG,Argentina,LAC,National,1999,5.939234,HeadCount,0.6557724
ARG,Argentina,LAC,National,1999,2.308829,HeadCount,0.2534603
ARG,Argentina,LAC,National,2002,2.195249,HeadCount,0.4553284
ARG,Argentina,LAC,National,2002,3.642544,HeadCount,0.6638408
ARG,Argentina,LAC,National,2002,6.11676,HeadCount,0.8199845
ARG,Argentina,LAC,National,2002,3.981504,HeadCount,0.691773
ARG,Argentina,LAC,National,2002,5.939234,HeadCount,0.8131366
ARG,Argentina,LAC,National,2002,2.308829,HeadCount,0.4694761
ARG,Argentina,LAC,National,2005,2.195249,HeadCount,0.2170424
ARG,Argentina,LAC,National,2005,3.642544,HeadCount,0.3932466
ARG,Argentina,LAC,National,2005,6.11676,HeadCount,0.6161499
ARG,Argentina,LAC,National,2005,3.981504,HeadCount,0.4310444
ARG,Argentina,LAC,National,2005,5.939234,HeadCount,0.6035641
ARG,Argentina,LAC,National,2005,2.308829,HeadCount,0.2322254
ARG,Argentina,LAC,National,2008,2.195249,HeadCount,0.1498121
ARG,Argentina,LAC,National,2008,3.642544,HeadCount,0.3009598
ARG,Argentina,LAC,National,2008,6.11676,HeadCount,0.5211119
ARG,Argentina,LAC,National,2008,3.981504,HeadCount,0.336381
ARG,Argentina,LAC,National,2008,5.939234,HeadCount,0.5084132
ARG,Argentina,LAC,National,2008,2.308829,HeadCount,0.1609048
ARG,Argentina,LAC,National,2010,2.195249,HeadCount,0.1299202
ARG,Argentina,LAC,National,2010,3.642544,HeadCount,0.2711439
ARG,Argentina,LAC,National,2010,6.11676,HeadCount,0.4802154
ARG,Argentina,LAC,National,2010,3.981504,HeadCount,0.3047838
