CountryCode,DisplayName,region,Level,ProjYear,EPL,LPL,UPL,p20,p80
COM,Comoros,SSA,National,2011,0.1822099,0.3918469,0.6483442,0.2509333,0.9545354
COM,Comoros,SSA,National,2012,0.1859402,0.391912,0.6475134,0.2665208,0.9591982
COM,Comoros,SSA,National,2013,0.1838526,0.389339,0.6427496,0.2851235,0.962171
COM,Comoros,SSA,National,2015,0.1955428,0.4003161,0.6520176,0.3247202,0.967233
COM,Comoros,SSA,National,2018,0.1812081,0.3821797,0.6392486,0.3403213,
COM,Comoros,SSA,National,2019,0.1831829,0.3847184,0.6393817,0.3487799,
COM,Comoros,SSA,National,2020,0.1891475,0.3936633,0.6451572,0.3519911,
COM,Comoros,SSA,National,2021,0.1810504,0.3818971,0.6364599,0.3517384,
CPV,Cabo Verde,SSA,National,1981,0.668423,0.8411322,0.9282793,0.3901,0.9856763
CPV,Cabo Verde,SSA,National,1984,0.6293567,0.8161942,0.9155893,0.4154013,0.9821899
CPV,Cabo Verde,SSA,National,1987,0.5799417,0.7865779,0.8983932,0.4114773,0.9787757
CPV,Cabo Verde,SSA,National,1990,0.5449821,0.7643848,0.8870545,0.3739173,0.97513
CPV,Cabo Verde,SSA,National,1993,0.4934341,0.7218045,0.8682543,0.3356371,0.9624867
CPV,Cabo Verde,SSA,National,1996,0.3307888,0.5753802,0.7887003,0.237676,0.9380841
CPV,Cabo Verde,SSA,National,1999,0.2195897,0.4522538,0.6937901,0.1448563,0.8979215
CPV,Cabo Verde,SSA,National,2002,0.1625145,0.376485,0.631657,0.1183914,0.8853494
CPV,Cabo Verde,SSA,National,2005,0.1198023,0.3230835,0.5892607,0.11466,0.8968818
CPV,Cabo Verde,SSA,National,2008,0.07189675,0.2458826,0.510147,0.08307339,0.8988904
CPV,Cabo Verde,SSA,National,2010,0.05806128,0.2166056,0.4799629,0.0835523,0.9030019
CPV,Cabo Verde,SSA,National,2011,0.05317095,0.202433,0.4626413,0.09154375,0.9026523
CPV,Cabo Verde,SSA,National,2012,0.04816529,0.1893901,0.4496863,0.09250685,0.9047475
CPV,Cabo Verde,SSA,National,2013,0.04374455,0.1771392,0.4379464,0.1054021,0.9068738
CPV,Cabo Verde,SSA,National,2015,0.03350823,0.15354,0.4129989,0.1034919,0.9101932
CPV,Cabo Verde,SSA,National,2018,0.02543999,0.1267976,0.363202,0.09911997,
CPV,Cabo Verde,SSA,National,2019,0.02112978,0.1145089,0.3423463,0.09266924,
CPV,Cabo Verde,SSA,National,2020,0.02631617,0.132164,0.3716643,0.1037463,
CPV,Cabo Verde,SSA,National,2021,0.02326909,0.1201029,0.3538507,0.1006081,
CRI,Costa Rica,LAC,National,1981,0.2515045,0.4309085,0.6619643,0.1239326,0.9323053
CRI,Costa Rica,LAC,National,1984,0.192502,0.3552439,0.623897,0.112571,0.9618024
CRI,Costa Rica,LAC,National,1987,0.1257443,0.2492535,0.4857438,0.08230443,0.9277458
CRI,Costa Rica,LAC,National,1990,0.1021537,0.1972417,0.4071061,0.06730542,0.8144479
CRI,Costa Rica,LAC,National,1993,0.08110309,0.1640931,0.3588061,0.05719656,0.7352691
CRI,Costa Rica,LAC,National,1996,0.08075445,0.1701329,0.355747,0.06532066,0.732235
CRI,Costa Rica,LAC,National,1999,0.0657353,0.133516,0.306256,0.04782282,0.6787926
CRI,Costa Rica,LAC,National,2002,0.04568478,0.09927183,0.2294737,0.03833782,0.6116398
CRI,Costa Rica,LAC,National,2005,0.03218808,0.0798261,0.2099469,0.03128209,0.6470041
CRI,Costa Rica,LAC,National,2008,0.02261521,0.05345274,0.1589924,0.02507074,0.646567
CRI,Costa Rica,LAC,National,2010,0.01578251,0.04200479,0.1323605,0.01891659,0.6389921
CRI,Costa Rica,LAC,National,2011,0.01739988,0.04410033,0.1370244,0.02392238,0.6267802
CRI,Costa Rica,LAC,National,2012,0.01691766,0.04271188,0.1265547,0.02493901,0.6286692
CRI,Costa Rica,LAC,National,2013,0.01621999,0.04168256,0.1276423,0.02760777,0.6314969
CRI,Costa Rica,LAC,National,2015,0.01541473,0.040695,0.1195743,0.02879313,0.6383764
CRI,Costa Rica,LAC,National,2018,0.014556,0.0365568,0.1116795,0.03027896,
CRI,Costa Rica,LAC,National,2019,0.01012817,0.03241605,0.106231,0.02521537,
CRI,Costa Rica,LAC,National,2020,0.01101085,0.03572715,0.1164491,0.027642,
CRI,Costa Rica,LAC,National,2021,0.01057139,0.03453809,0.1123161,0.02794343,
CYP,Cyprus,OHI,National,1981,0.001955931,0.007628713,0.0634126,0.0009406795,0.6675618
CYP,Cyprus,OHI,National,1984,0.001490044,0.004280555,0.03100592,0.0009406795,0.5040096
CYP,Cyprus,OHI,National,1987,0.001490044,0.004007788,0.02045926,0.0009406795,0.4541352
CYP,Cyprus,OHI,National,1990,0.001490044,0.002450742,0.009470228,0.0009406795,0.2748419
CYP,Cyprus,OHI,National,1993,0.001490044,0.002450742,0.009470228,0.0009406795,0.2013157
CYP,Cyprus,OHI,National,1996,0.0009406795,0.001490044,0.004121113,0.0009406795,0.06866458
CYP,Cyprus,OHI,National,1999,0.0009406795,0.001490044,0.003354362,0.0009406795,0.04551241
CYP,Cyprus,OHI,National,2002,0.0009406795,0.001490044,0.002677852,0.0009406795,0.03562325
CYP,Cyprus,OHI,National,2005,6.351349e-05,0.0005413026,0.001024177,6.351349e-05,0.02579975
CYP,Cyprus,OHI,National,2008,8.470223e-05,8.470223e-05,0.0002953129,8.470223e-05,0.03518565
CYP,Cyprus,OHI,National,2010,0.0002214801,0.0009777043,0.001665591,0.000366701,0.04503983
CYP,Cyprus,OHI,National,2011,8.045135e-05,0.0003207128,0.001402134,0.0003207128,0.06009138
CYP,Cyprus,OHI,National,2012,4.237799e-05,0.0002076882,0.0005901572,4.237799e-05,0.09625347
CYP,Cyprus,OHI,National,2013,0.0009701857,0.00189076,0.002452543,0.001306354,0.1350921
CYP,Cyprus,OHI,National,2015,0,0.0009062736,0.001089696,0.0007160795,0.1595362
CYP,Cyprus,OHI,National,2018,0.0001650658,0.000781816,0.0008096203,0.000781816,
CYP,Cyprus,OHI,National,2019,0.0001650658,0.000781816,0.0008096203,0.000781816,
CYP,Cyprus,OHI,National,2020,0.0001650658,0.0008096203,0.001054426,0.000781816,
CYP,Cyprus,OHI,National,2021,0.0001650658,0.000781816,0.0008096203,0.000781816,
CZE,Czech Republic,ECA,National,1981,0,0,0.004983046,0,0.4549867
CZE,Czech Republic,ECA,National,1984,0,0,0.004983046,0,0.4074901
CZE,Czech Republic,ECA,National,1987,0,0,0.004983046,0,0.3474612
CZE,Czech Republic,ECA,National,1990,0,0,0.004983046,0,0.2324436
CZE,Czech Republic,ECA,National,1993,0.000161023,0.0003360512,0.003081866,0,0.3194079
CZE,Czech Republic,ECA,National,1996,0,0.002489164,0.01245812,0,0.1924861
CZE,Czech Republic,ECA,National,1999,0,0.001244582,0.008723946,0,0.1736822
CZE,Czech Republic,ECA,National,2002,0,0,0.00491215,0,0.1948244
CZE,Czech Republic,ECA,National,2005,4.932986e-05,0.0005779361,0.00558601,4.932986e-05,0.1978888
CZE,Czech Republic,ECA,National,2008,0.0003277984,0.001228344,0.00301468,0.0003277984,0.1618401
CZE,Czech Republic,ECA,National,2010,0.0003617833,0.001220069,0.007292287,0.0003617833,0.1997717
CZE,Czech Republic,ECA,National,2011,0.0004606084,0.0009691621,0.005754782,0.0007170473,0.213852
CZE,Czech Republic,ECA,National,2012,0.0003220716,0.002743985,0.005821781,0.0008467658,0.250205
CZE,Czech Republic,ECA,National,2013,0.0004569093,0.0005644064,0.00500971,0.0004569093,0.2532697
CZE,Czech Republic,ECA,National,2015,8.764511e-05,0.0002216525,0.00299496,8.764511e-05,0.225003
CZE,Czech Republic,ECA,National,2018,8.861816e-05,0.0004880767,0.001764174,0.0004880767,
CZE,Czech Republic,ECA,National,2019,8.861816e-05,0.0004880767,0.001659879,0.0004880767,
CZE,Czech Republic,ECA,National,2020,8.861816e-05,0.0004880767,0.002032436,0.0004880767,
CZE,Czech Republic,ECA,National,2021,8.861816e-05,0.0004880767,0.001764174,0.0004880767,
DEU,Germany,OHI,National,1981,0,0.002486047,0.002486047,0,0.05247986
DEU,Germany,OHI,National,1984,0,0,0.002486047,0,0.04225356
DEU,Germany,OHI,National,1987,0,0,0.002486047,0,0.03475125
DEU,Germany,OHI,National,1990,0,0,0.002486047,0,0.01994477
DEU,Germany,OHI,National,1993,0.001156454,0.001156454,0.004055562,0.001156454,0.01737571
DEU,Germany,OHI,National,1996,0.001595542,0.001595542,0.004124513,0.001595542,0.01823898
DEU,Germany,OHI,National,1999,0,0.001174199,0.002421857,0,0.01354169
DEU,Germany,OHI,National,2002,0,0,0.002372251,0,0.0172924
DEU,Germany,OHI,National,2005,0,0,0.002478031,0,0.0324719
DEU,Germany,OHI,National,2008,0.00203592,0.00203592,0.00203592,0.00203592,0.03496697
DEU,Germany,OHI,National,2010,0,0.002484761,0.002484761,0,0.03998258
DEU,Germany,OHI,National,2011,0,0,0.002470753,0,0.03996483
DEU,Germany,OHI,National,2012,0,0,0.002470576,0,0.05744815
DEU,Germany,OHI,National,2013,0,0,0.002433182,0,0.05987335
DEU,Germany,OHI,National,2015,0,0,0.002450973,0,0.07239268
DEU,Germany,OHI,National,2018,0,0.002406784,0.004999123,0.002406784,
DEU,Germany,OHI,National,2019,0,0.002406784,0.004999123,0.002406784,
DEU,Germany,OHI,National,2020,0,0.002406784,0.004999123,0.002406784,
DEU,Germany,OHI,National,2021,0,0.002406784,0.004999123,0.002406784,
DJI,Djibouti,MNA,National,1981,0.02736953,0.1229024,0.3567976,0.005191305,0.8366364
DJI,Djibouti,MNA,National,1984,0.0335808,0.1396504,0.3825958,0.008789194,0.8492288
DJI,Djibouti,MNA,National,1987,0.04550428,0.1728354,0.440483,0.01530288,0.8830769
DJI,Djibouti,MNA,National,1990,0.06869571,0.2266494,0.5263425,0.02221257,0.909573
DJI,Djibouti,MNA,National,1993,0.1115863,0.3259965,0.6332788,0.04661774,0.927898
DJI,Djibouti,MNA,National,1996,0.1662278,0.4212786,0.7243672,0.0969116,0.9536947
DJI,Djibouti,MNA,National,1999,0.1909708,0.4595495,0.7547761,0.1200896,0.9596091
DJI,Djibouti,MNA,National,2002,0.20196,0.473136,0.7667914,0.1511867,0.9671236
DJI,Djibouti,MNA,National,2005,0.2110115,0.4767934,0.7649919,0.2034266,0.9724451
DJI,Djibouti,MNA,National,2008,0.1860921,0.4221748,0.7207892,0.2037511,0.9712306
DJI,Djibouti,MNA,National,2010,0.1942932,0.4260919,0.7231969,0.2369926,0.9725878
DJI,Djibouti,MNA,National,2011,0.1835973,0.3942513,0.6981391,0.2431662,0.9700906
DJI,Djibouti,MNA,National,2012,0.1818139,0.3802321,0.6807361,0.2510743,0.9699289
DJI,Djibouti,MNA,National,2013,0.2231681,0.4424638,0.7451538,0.322948,0.9781203
DJI,Djibouti,MNA,National,2015,0.1938649,0.4178255,0.7214427,0.3228677,0.9794509
DJI,Djibouti,MNA,National,2018,0.1557479,0.3668854,0.6727059,0.3123859,
DJI,Djibouti,MNA,National,2019,0.1426804,0.3469744,0.6508672,0.2984956,
DJI,Djibouti,MNA,National,2020,0.1440578,0.3499092,0.6527937,0.297141,
DJI,Djibouti,MNA,National,2021,0.1319621,0.317669,0.6216956,0.2756426,
DNK,Denmark,OHI,National,1981,0.004973955,0.007480515,0.01245447,0.004973955,0.04237653
DNK,Denmark,OHI,National,1984,0.004973955,0.007480515,0.01245447,0.004973955,0.03481769
DNK,Denmark,OHI,National,1987,0.004973955,0.007480515,0.01245447,0.004973955,0.02984373
DNK,Denmark,OHI,National,1990,0.004953294,0.007472779,0.01097922,0.004953294,0.02740296
DNK,Denmark,OHI,National,1993,0.003293013,0.00580301,0.00748841,0.003293013,0.01748401
DNK,Denmark,OHI,National,1996,0,0.001979031,0.002478951,0,0.006991277
DNK,Denmark,OHI,National,1999,0,0.0004947576,0.002494438,0,0.004991246
DNK,Denmark,OHI,National,2002,0.002288497,0.00245912,0.003584875,0.002288497,0.01096032
DNK,Denmark,OHI,National,2005,0.002548476,0.002781513,0.004622458,0.002245116,0.01889651
DNK,Denmark,OHI,National,2008,0.001132106,0.003646273,0.006590762,0.001482088,0.02267333
DNK,Denmark,OHI,National,2010,0.0005729401,0.001384813,0.001802403,0.0005729401,0.02447146
DNK,Denmark,OHI,National,2011,0,0,0.005657709,0,0.02944389
DNK,Denmark,OHI,National,2012,0,0,0.001669975,0,0.03266468
DNK,Denmark,OHI,National,2013,0.003109156,0.003109156,0.006419157,0.003109156,0.03640403
DNK,Denmark,OHI,National,2015,0.001754259,0.00214759,0.004220958,0.002012671,0.03813697
DNK,Denmark,OHI,National,2018,0.001701118,0.002265287,0.002588596,0.002265287,
DNK,Denmark,OHI,National,2019,0.001701118,0.002265287,0.002588596,0.002265287,
DNK,Denmark,OHI,National,2020,0.00206535,0.002265287,0.002588596,0.002265287,
DNK,Denmark,OHI,National,2021,0.001701118,0.002265287,0.002588596,0.002265287,
DOM,Dominican Republic,LAC,National,1981,0.05324079,0.1371362,0.2887101,0.01407953,0.7018735
DOM,Dominican Republic,LAC,National,1984,0.0502935,0.1311621,0.2789972,0.01875401,0.6830509
DOM,Dominican Republic,LAC,National,1987,0.08134195,0.191516,0.3643609,0.035711,0.739718
DOM,Dominican Republic,LAC,National,1990,0.135234,0.3100452,0.5546456,0.05725345,0.8810569
DOM,Dominican Republic,LAC,National,1993,0.05023586,0.1617385,0.3810467,0.02198148,0.7558238
DOM,Dominican Republic,LAC,National,1996,0.04930328,0.1346624,0.3201,0.03238708,0.7086996
DOM,Dominican Republic,LAC,National,1999,0.05276952,0.1268039,0.2982436,0.0353993,0.646868
DOM,Dominican Republic,LAC,National,2002,0.0562074,0.1400263,0.3062898,0.04187326,0.6927311
DOM,Dominican Republic,LAC,National,2005,0.05650718,0.1640552,0.3680563,0.053944,0.790644
DOM,Dominican Republic,LAC,National,2008,0.03681013,0.1370302,0.3445305,0.04250588,0.8258168
DOM,Dominican Republic,LAC,National,2010,0.02489895,0.120167,0.3179421,0.03687018,0.8154322
DOM,Dominican Republic,LAC,National,2011,0.02911943,0.1043801,0.3096398,0.04938044,0.8227465
DOM,Dominican Republic,LAC,National,2012,0.02598818,0.1108917,0.3077846,0.05285394,0.8430984
DOM,Dominican Republic,LAC,National,2013,0.02165483,0.1005341,0.298519,0.05318256,0.838015
DOM,Dominican Republic,LAC,National,2015,0.01780836,0.06431907,0.2175581,0.04362423,0.7984337
DOM,Dominican Republic,LAC,National,2018,0.004349852,0.02598212,0.1390683,0.0164879,
DOM,Dominican Republic,LAC,National,2019,0.005654642,0.02696367,0.1239525,0.01901692,
DOM,Dominican Republic,LAC,National,2020,0.007282379,0.03007986,0.1379163,0.02204438,
DOM,Dominican Republic,LAC,National,2021,0.006775423,0.02746783,0.1286972,0.02182852,
DZA,Algeria,MNA,National,1981,0.02514638,0.1687063,0.4548171,0,0.9104168
DZA,Algeria,MNA,National,1984,0.01807305,0.1541766,0.4299126,0,0.8982617
DZA,Algeria,MNA,National,1987,0.03612102,0.1911888,0.4915948,0,0.9234657
DZA,Algeria,MNA,National,1990,0.05051997,0.2172699,0.5278628,0.001728669,0.9254939
DZA,Algeria,MNA,National,1993,0.05956131,0.2406374,0.556279,0.01115279,0.9145832
DZA,Algeria,MNA,National,1996,0.0626237,0.2509962,0.5746177,0.02604283,0.924785
DZA,Algeria,MNA,National,1999,0.05770271,0.246514,0.592404,0.02585095,0.931912
DZA,Algeria,MNA,National,2002,0.03578871,0.1798628,0.518733,0.02074227,0.9346889
DZA,Algeria,MNA,National,2005,0.02032179,0.1247698,0.4480943,0.0188261,0.9451154
DZA,Algeria,MNA,National,2008,0.01063206,0.0785903,0.3750942,0.01288205,0.9559346
DZA,Algeria,MNA,National,2010,0.006266743,0.05099851,0.3185558,0.009720631,0.9583042
DZA,Algeria,MNA,National,2011,0.004702092,0.03915688,0.2898845,0.009014997,0.9584648
DZA,Algeria,MNA,National,2012,0.004155152,0.03343535,0.267939,0.008885387,0.9589683
DZA,Algeria,MNA,National,2013,0.003807037,0.02925091,0.2475905,0.01007085,0.9582493
DZA,Algeria,MNA,National,2015,0.003381789,0.02425501,0.2202047,0.01096379,0.9575038
DZA,Algeria,MNA,National,2018,0.003223906,0.02244924,0.2092662,0.01401237,
DZA,Algeria,MNA,National,2019,0.003210864,0.02230181,0.2083447,0.01467654,
DZA,Algeria,MNA,National,2020,0.003693248,0.02790217,0.2405662,0.01727004,
DZA,Algeria,MNA,National,2021,0.003412889,0.02461435,0.2223087,0.01698638,
EAP,East Asia & Pacific,Aggregates,Regional,1981,0.80287514491612,0.935037986349592,0.971161675684971,0.458547279760387,0.994245538103589
EAP,East Asia & Pacific,Aggregates,Regional,1984,0.697763248012971,0.908346620793989,0.968011889373781,0.375765809867529,0.993680161045966
EAP,East Asia & Pacific,Aggregates,Regional,1987,0.588173391375299,0.863978685419578,0.961466889201324,0.341565153266578,0.994072593242766
EAP,East Asia & Pacific,Aggregates,Regional,1990,0.609866639460038,0.850842613350918,0.951778508739877,0.359122917088405,0.99108996587626
EAP,East Asia & Pacific,Aggregates,Regional,1993,0.533117174701059,0.7946523436832,0.931657166478184,0.331863570079707,0.985983121608426
EAP,East Asia & Pacific,Aggregates,Regional,1996,0.40246796795966,0.701466026201801,0.891984326675009,0.270214031483993,0.97932680795302
EAP,East Asia & Pacific,Aggregates,Regional,1999,0.379026688776449,0.66641623232355,0.868591017062937,0.264250799720858,0.974981436704691
EAP,East Asia & Pacific,Aggregates,Regional,2002,0.29131725653428,0.566025464105353,0.797550886170551,0.227173667977592,0.967597160012098
EAP,East Asia & Pacific,Aggregates,Regional,2005,0.183536740568161,0.445657927068268,0.713620963914828,0.175348440345852,0.959312467620978
EAP,East Asia & Pacific,Aggregates,Regional,2008,0.147764431131812,0.369940021358365,0.63365041354911,0.164634549949914,0.95107905631053
EAP,East Asia & Pacific,Aggregates,Regional,2010,0.10790233829238,0.299558086173765,0.556090233321108,0.143680015284566,0.938771588563274
EAP,East Asia & Pacific,Aggregates,Regional,2011,0.0815405172831001,0.258516312758535,0.518486815944732,0.133721051010795,0.933851576098301
EAP,East Asia & Pacific,Aggregates,Regional,2012,0.0687458737607017,0.230886264969261,0.481083235581647,0.125899518778186,0.925586735164812
EAP,East Asia & Pacific,Aggregates,Regional,2013,0.0325983285540662,0.168685321920066,0.418690081193131,0.0900796569637731,0.915650430764571
EAP,East Asia & Pacific,Aggregates,Regional,2015,0.0204250558815853,0.118332064128505,0.341657994269686,0.071410725593262,0.898803499625184
EAP,East Asia & Pacific,Aggregates,Regional,2018,0.011684211111161,0.0703185221704042,0.245661749870469,0.0511326851616533,
EAP,East Asia & Pacific,Aggregates,Regional,2019,0.00964485273148962,0.0627595155951213,0.225625836153015,0.0471007893470349,
EAP,East Asia & Pacific,Aggregates,Regional,2020,0.010801717679465,0.0651667533434724,0.226447573954397,0.0478816071500903,
EAP,East Asia & Pacific,Aggregates,Regional,2021,0.00852022703953215,0.0559702770545465,0.205073521308425,0.0437395051053506,
ECA,Europe & Central Asia,Aggregates,Regional,1981,0.0252318268218849,0.0987003496292752,0.250915811817052,0.00606671931224215,0.696382979107513
ECA,Europe & Central Asia,Aggregates,Regional,1984,0.024608000580164,0.0941720031551303,0.239206019251446,0.00889689913349753,0.672373216300441
ECA,Europe & Central Asia,Aggregates,Regional,1987,0.0242263647808161,0.0898235265682171,0.229464981090688,0.0113316323416987,0.666452668189138
ECA,Europe & Central Asia,Aggregates,Regional,1990,0.0246902916159827,0.092084966892075,0.236580144165621,0.0107614668267608,0.660178940895302
ECA,Europe & Central Asia,Aggregates,Regional,1993,0.0543614446305497,0.157630307073706,0.370413606212254,0.0210956460447519,0.772289313135107
ECA,Europe & Central Asia,Aggregates,Regional,1996,0.0702985494062488,0.181570863872581,0.395227633251814,0.0443734893177259,0.777933699181188
ECA,Europe & Central Asia,Aggregates,Regional,1999,0.0792576172495789,0.215895135284709,0.456632599284082,0.0501836745285017,0.809494584379173
ECA,Europe & Central Asia,Aggregates,Regional,2002,0.0574487205404189,0.150136459948995,0.352985691566671,0.0419832815848023,0.777973372646146
ECA,Europe & Central Asia,Aggregates,Regional,2005,0.0475085596279137,0.116265649823923,0.265782914559074,0.0455762927935253,0.747953384913631
ECA,Europe & Central Asia,Aggregates,Regional,2008,0.027378210811149,0.0727002987085225,0.167920256214586,0.0303273234939885,0.700356718265928
ECA,Europe & Central Asia,Aggregates,Regional,2010,0.0236722520903684,0.0676900760248945,0.159921101824891,0.0316970855823092,0.716934919208201
ECA,Europe & Central Asia,Aggregates,Regional,2011,0.0201717855496285,0.0635980645715383,0.149283972777906,0.0322988136907498,0.711464249768726
ECA,Europe & Central Asia,Aggregates,Regional,2012,0.0188930625479413,0.0607885802288067,0.146592584778062,0.0327425433918861,0.713818065114291
ECA,Europe & Central Asia,Aggregates,Regional,2013,0.015962826407519,0.0554910664263842,0.136757160538095,0.0333019828585828,0.711804619803876
ECA,Europe & Central Asia,Aggregates,Regional,2015,0.014980191177526,0.0527701033849124,0.137712869806845,0.0357860608185332,0.733911027300253
ECA,Europe & Central Asia,Aggregates,Regional,2018,0.0105535514377712,0.0409934772923723,0.117389928534922,0.0317946668895479,
ECA,Europe & Central Asia,Aggregates,Regional,2019,0.010139114303675,0.0398566278255469,0.1148705752308,0.0312699976379618,
ECA,Europe & Central Asia,Aggregates,Regional,2020,0.010444767574341,0.0417907032173982,0.123045474730076,0.031926425618631,
ECA,Europe & Central Asia,Aggregates,Regional,2021,0.0095189316982616,0.0376521698704044,0.115032370146328,0.0301827532252706,
ECU,Ecuador,LAC,National,1981,0.1625198,0.3364015,0.5874606,0.07540921,0.8883239
ECU,Ecuador,LAC,National,1984,0.1810669,0.3567863,0.617446,0.0982592,0.8969998
ECU,Ecuador,LAC,National,1987,0.1712857,0.3464449,0.6061997,0.1062192,0.8962844
ECU,Ecuador,LAC,National,1990,0.1829353,0.3603499,0.6205272,0.1088877,0.8969998
ECU,Ecuador,LAC,National,1993,0.1801789,0.3563723,0.6161217,0.1119447,0.8727808
ECU,Ecuador,LAC,National,1996,0.1815579,0.3577388,0.6045634,0.1365424,0.8687354
ECU,Ecuador,LAC,National,1999,0.2188342,0.4033203,0.634451,0.1683703,0.8767147
ECU,Ecuador,LAC,National,2002,0.160166,0.3295928,0.5615424,0.1301208,0.8563342
ECU,Ecuador,LAC,National,2005,0.1180351,0.2533097,0.4647815,0.1144059,0.8267204
ECU,Ecuador,LAC,National,2008,0.07513953,0.1833016,0.3836053,0.08049048,0.8254795
ECU,Ecuador,LAC,National,2010,0.05696001,0.1492529,0.3451742,0.07138003,0.8265944
ECU,Ecuador,LAC,National,2011,0.0468712,0.122145,0.3019383,0.06643556,0.81105
ECU,Ecuador,LAC,National,2012,0.04494096,0.114695,0.2757241,0.06712787,0.8070791
ECU,Ecuador,LAC,National,2013,0.03244499,0.1005563,0.2722267,0.0581408,0.8062525
ECU,Ecuador,LAC,National,2015,0.03453475,0.09442199,0.2475249,0.06802085,0.8106635
ECU,Ecuador,LAC,National,2018,0.03326323,0.09667469,0.2421204,0.07691952,
ECU,Ecuador,LAC,National,2019,0.03583584,0.09804483,0.2538512,0.08149656,
ECU,Ecuador,LAC,National,2020,0.04199744,0.1150885,0.2987299,0.09718553,
ECU,Ecuador,LAC,National,2021,0.03942171,0.1083044,0.2834533,0.09451677,
EGY,"Egypt, Arab Republic of",MNA,National,1981,0.1896389,0.5657191,0.8722956,0.006841804,0.9880694
EGY,"Egypt, Arab Republic of",MNA,National,1984,0.1395116,0.4949032,0.8399423,0.01093995,0.9844644
EGY,"Egypt, Arab Republic of",MNA,National,1987,0.1162185,0.4577241,0.820294,0.01515634,0.9836238
EGY,"Egypt, Arab Republic of",MNA,National,1990,0.08995675,0.4113439,0.7925869,0.009526905,0.9793136
EGY,"Egypt, Arab Republic of",MNA,National,1993,0.07503061,0.4188164,0.8051755,0.009204163,0.9750046
EGY,"Egypt, Arab Republic of",MNA,National,1996,0.05356636,0.4071913,0.8127778,0.0125406,0.9776018
EGY,"Egypt, Arab Republic of",MNA,National,1999,0.02929893,0.3009619,0.7326839,0.009048795,0.9658949
EGY,"Egypt, Arab Republic of",MNA,National,2002,0.03808858,0.3054291,0.7337382,0.01805517,0.968135
EGY,"Egypt, Arab Republic of",MNA,National,2005,0.05108852,0.3518682,0.7769835,0.04678271,0.9767455
EGY,"Egypt, Arab Republic of",MNA,National,2008,0.04706316,0.3360962,0.7744727,0.06022524,0.983937
EGY,"Egypt, Arab Republic of",MNA,National,2010,0.02583438,0.2596899,0.7226416,0.0506737,0.9837768
EGY,"Egypt, Arab Republic of",MNA,National,2011,0.01974252,0.2240074,0.6976682,0.05435221,0.9840532
EGY,"Egypt, Arab Republic of",MNA,National,2012,0.01619734,0.1984723,0.6818681,0.05307846,0.986728
EGY,"Egypt, Arab Republic of",MNA,National,2013,0.01579458,0.1916963,0.6732666,0.06623725,0.9868932
EGY,"Egypt, Arab Republic of",MNA,National,2015,0.01609677,0.1815849,0.6437403,0.08857403,0.9818035
EGY,"Egypt, Arab Republic of",MNA,National,2018,0.03838274,0.2905063,0.727839,0.2090898,
EGY,"Egypt, Arab Republic of",MNA,National,2019,0.04069901,0.2993012,0.7342564,0.2253844,
EGY,"Egypt, Arab Republic of",MNA,National,2020,0.03514051,0.274464,0.7150562,0.1968692,
EGY,"Egypt, Arab Republic of",MNA,National,2021,0.03170727,0.2548947,0.7005354,0.1966569,
ERI,Eritrea,SSA,National,2008,0.487776189957819,0.708249055046692,0.906089142550544,0.506912851644335,0.9998155982021
ERI,Eritrea,SSA,National,2010,0.467901885823585,0.685867311541491,0.891210926801504,0.513726755408278,0.999819551413416
ERI,Eritrea,SSA,National,2011,0.44123497751979,0.654268039443838,0.868556596469196,0.510554711446194,0.999452600266574
ERI,Eritrea,SSA,National,2012,0.420512331352248,0.628441802625094,0.848656918918619,0.500984788141343,0.999112387924255
ERI,Eritrea,SSA,National,2013,0.416593228203402,0.623431643514737,0.844653089618472,0.520564327218733,0.999253969776848
ERI,Eritrea,SSA,National,2015,0.394663669308202,0.587457187624827,0.81450985873751,0.511820280963684,0.998643111105685
ERI,Eritrea,SSA,National,2018,0.396123218904338,0.572085349780958,0.800860437416753,0.527779887013218,
ERI,Eritrea,SSA,National,2019,0.397336368498478,0.558195572832275,0.788112719793171,0.5193879100758,
ERI,Eritrea,SSA,National,2020,0.397142210544405,0.560498378168095,0.79025396741015,0.516935991213465,
ERI,Eritrea,SSA,National,2021,0.398762149761597,0.540138526131325,0.770929179888847,0.50679069290796,
ESP,Spain,OHI,National,1981,0.004450045,0.01888393,0.06693768,0.001868563,0.481956
ESP,Spain,OHI,National,1984,0.003388782,0.01556822,0.0679061,0.0004671407,0.485285
ESP,Spain,OHI,National,1987,0.003401599,0.01080847,0.04345782,0.001977706,0.4088292
ESP,Spain,OHI,National,1990,0.004944265,0.009928073,0.02746339,0.002471647,0.2674765
ESP,Spain,OHI,National,1993,0.009446682,0.01478201,0.0363825,0.006950833,0.1834861
ESP,Spain,OHI,National,1996,0.0109334,0.01597132,0.03796185,0.008924329,0.1538899
ESP,Spain,OHI,National,1999,0.005886444,0.008796823,0.01996418,0.005886444,0.09549379
ESP,Spain,OHI,National,2002,0.007082853,0.01041184,0.01909813,0.006524381,0.1002418
ESP,Spain,OHI,National,2005,0.00758422,0.01092891,0.02312601,0.007436488,0.1299149
ESP,Spain,OHI,National,2008,0.005304082,0.009032539,0.01728425,0.005355662,0.1272538
ESP,Spain,OHI,National,2010,0.006826664,0.01065733,0.02342696,0.007300827,0.1711874
