CountryCode,DisplayName,region,Level,ProjYear,variable,line,old.PovertyLine,old.value,PovertyLine,value,PovertyLine_2,value_2,diff,diff2
GUY,Guyana,LAC,National,2018,HeadCount,UPL,5.5,0.2924429,6.11676,0.2537331,5.939234,0.2435509,-0.0387098,-0.048892
HND,Honduras,LAC,National,2018,HeadCount,EPL,1.9,0.1653414,2.195249,0.1573841,2.308829,0.1669495,-0.0079573,0.0016081
HND,Honduras,LAC,National,2018,HeadCount,LPL,3.2,0.2999901,3.642544,0.2830644,3.981504,0.3118238,-0.0169257,0.0118337
HND,Honduras,LAC,National,2018,HeadCount,UPL,5.5,0.5028567,6.11676,0.4678578,5.939234,0.4553907,-0.0349989000000001,-0.0474660000000001
HRV,Croatia,ECA,National,2018,HeadCount,EPL,1.9,0.005297635,2.195249,0.005171488,2.308829,0.005297635,-0.000126147,0
HRV,Croatia,ECA,National,2018,HeadCount,LPL,3.2,0.0110702,3.642544,0.01066146,3.981504,0.01189763,-0.000408740000000001,0.000827429999999999
HRV,Croatia,ECA,National,2018,HeadCount,UPL,5.5,0.03567964,6.11676,0.02955689,5.939234,0.02800792,-0.00612275,-0.00767172
HTI,Haiti,LAC,National,2018,HeadCount,EPL,1.9,0.2534773,2.195249,0.3146927,2.308829,0.3430623,0.0612154,0.089585
HTI,Haiti,LAC,National,2018,HeadCount,LPL,3.2,0.5151666,3.642544,0.5924374,3.981504,0.6416016,0.0772708,0.126435
HTI,Haiti,LAC,National,2018,HeadCount,UPL,5.5,0.7914225,6.11676,0.8286289,5.939234,0.8185572,0.0372064,0.0271347
HUN,Hungary,ECA,National,2018,HeadCount,EPL,1.9,0.005032118,2.195249,0.006092673,2.308829,0.007112927,0.001060555,0.002080809
HUN,Hungary,ECA,National,2018,HeadCount,LPL,3.2,0.01173317,3.642544,0.01339128,3.981504,0.01641924,0.00165811,0.00468607
HUN,Hungary,ECA,National,2018,HeadCount,UPL,5.5,0.02707019,6.11676,0.03285732,5.939234,0.03199203,0.00578713,0.00492184
IDN,Indonesia,EAP,National,2018,HeadCount,EPL,1.9,0.04638862,2.195249,0.05999793,2.308829,0.0728426,0.01360931,0.02645398
IDN,Indonesia,EAP,National,2018,HeadCount,LPL,3.2,0.2415723,3.642544,0.2713363,3.981504,0.3248495,0.029764,0.0832772
IDN,Indonesia,EAP,National,2018,HeadCount,UPL,5.5,0.5603678,6.11676,0.5745457,5.939234,0.558474,0.0141779000000001,-0.00189379999999995
IND,India,SAS,National,2018,HeadCount,EPL,1.9,0.095524,2.195249,0.08774232,2.308829,0.1067605,-0.00778168,0.0112365
IND,India,SAS,National,2018,HeadCount,LPL,3.2,0.4345051,3.642544,0.405172,3.981504,0.4732983,-0.0293331,0.0387932
IND,India,SAS,National,2018,HeadCount,UPL,5.5,0.7857989,6.11676,0.7542396,5.939234,0.7375286,-0.0315593,-0.0482703
IRL,Ireland,OHI,National,2018,HeadCount,EPL,1.9,0.001311761,2.195249,0.001347261,2.308829,0.001415204,3.54999999999999e-05,0.000103443
IRL,Ireland,OHI,National,2018,HeadCount,LPL,3.2,0.003814648,3.642544,0.003842459,3.981504,0.004739174,2.7811e-05,0.000924526
IRL,Ireland,OHI,National,2018,HeadCount,UPL,5.5,0.006549923,6.11676,0.006808446,5.939234,0.006808446,0.000258523,0.000258523
IRN,"Iran, Islamic Republic of",MNA,National,2018,HeadCount,EPL,1.9,0.003370756,2.195249,0.008880038,2.308829,0.01060772,0.005509282,0.007236964
IRN,"Iran, Islamic Republic of",MNA,National,2018,HeadCount,LPL,3.2,0.02741568,3.642544,0.05000955,3.981504,0.06412158,0.02259387,0.0367059
IRN,"Iran, Islamic Republic of",MNA,National,2018,HeadCount,UPL,5.5,0.1285719,6.11676,0.185631,5.939234,0.1742285,0.0570591,0.0456566
IRQ,Iraq,MNA,National,2018,HeadCount,EPL,1.9,0.02080435,2.195249,0.0003620768,2.308829,0.0007692284,-0.0204422732,-0.0200351216
IRQ,Iraq,MNA,National,2018,HeadCount,LPL,3.2,0.164404,3.642544,0.01445041,3.981504,0.02433831,-0.14995359,-0.14006569
IRQ,Iraq,MNA,National,2018,HeadCount,UPL,5.5,0.5534269,6.11676,0.1338654,5.939234,0.1220624,-0.4195615,-0.4313645
ISL,Iceland,OHI,National,2018,HeadCount,EPL,1.9,0,2.195249,0.0003449018,2.308829,0.0003449018,0.0003449018,0.0003449018
ISL,Iceland,OHI,National,2018,HeadCount,LPL,3.2,0.0003449018,3.642544,0.0003449018,3.981504,0.0003449018,0,0
ISL,Iceland,OHI,National,2018,HeadCount,UPL,5.5,0.001285995,6.11676,0.001285995,5.939234,0.001285995,0,0
ISR,Israel,OHI,National,2018,HeadCount,EPL,1.9,0.002413946,2.195249,0.002413946,2.308829,0.002413946,0,0
ISR,Israel,OHI,National,2018,HeadCount,LPL,3.2,0.007363225,3.642544,0.007363225,3.981504,0.009977683,0,0.002614458
ISR,Israel,OHI,National,2018,HeadCount,UPL,5.5,0.02735488,6.11676,0.02985389,5.939234,0.02735488,0.00249901,0
ITA,Italy,OHI,National,2018,HeadCount,EPL,1.9,0.01418087,2.195249,0.01421634,2.308829,0.01433547,3.54699999999993e-05,0.0001546
ITA,Italy,OHI,National,2018,HeadCount,LPL,3.2,0.01817653,3.642544,0.01827159,3.981504,0.01975842,9.5060000000001e-05,0.00158189
ITA,Italy,OHI,National,2018,HeadCount,UPL,5.5,0.03139168,6.11676,0.03134246,5.939234,0.02964976,-4.92199999999957e-05,-0.00174192
JAM,Jamaica,LAC,National,2018,HeadCount,EPL,1.9,0.01836437,2.195249,0.01269927,2.308829,0.01593877,-0.0056651,-0.0024256
JAM,Jamaica,LAC,National,2018,HeadCount,LPL,3.2,0.09482843,3.642544,0.07324284,3.981504,0.0915501,-0.02158559,-0.00327833000000001
JAM,Jamaica,LAC,National,2018,HeadCount,UPL,5.5,0.3034268,6.11676,0.2362867,5.939234,0.2264918,-0.0671401,-0.076935
JOR,Jordan,MNA,National,2018,HeadCount,EPL,1.9,0.002286842,2.195249,0.0005150115,2.308829,0.001027426,-0.0017718305,-0.001259416
JOR,Jordan,MNA,National,2018,HeadCount,LPL,3.2,0.02953498,3.642544,0.007302483,3.981504,0.0125871,-0.022232497,-0.01694788
JOR,Jordan,MNA,National,2018,HeadCount,UPL,5.5,0.2362327,6.11676,0.07403415,5.939234,0.06637521,-0.16219855,-0.16985749
JPN,Japan,OHI,National,2018,HeadCount,EPL,1.9,0.007278879,2.195249,0.007278879,2.308829,0.007278879,0,0
JPN,Japan,OHI,National,2018,HeadCount,LPL,3.2,0.009434035,3.642544,0.009434035,3.981504,0.009434035,0,0
JPN,Japan,OHI,National,2018,HeadCount,UPL,5.5,0.01209406,6.11676,0.01209406,5.939234,0.01209406,0,0
KAZ,Kazakhstan,ECA,National,2018,HeadCount,EPL,1.9,0.0001941736,2.195249,0.0003739295,2.308829,0.0005365494,0.0001797559,0.0003423758
KAZ,Kazakhstan,ECA,National,2018,HeadCount,LPL,3.2,0.003773395,3.642544,0.006317136,3.981504,0.008884006,0.002543741,0.005110611
KAZ,Kazakhstan,ECA,National,2018,HeadCount,UPL,5.5,0.07053675,6.11676,0.0988369,5.939234,0.08518082,0.02830015,0.01464407
KEN,Kenya,SSA,National,2018,HeadCount,EPL,1.9,0.326424,2.195249,0.2647604,2.308829,0.2929469,-0.0616636,-0.0334771
KEN,Kenya,SSA,National,2018,HeadCount,LPL,3.2,0.6211461,3.642544,0.553432,3.981504,0.6038606,-0.0677141,-0.0172855000000001
KEN,Kenya,SSA,National,2018,HeadCount,UPL,5.5,0.8482352,6.11676,0.7931996,5.939234,0.7840514,-0.0550356,-0.0641838
KGZ,Kyrgyz Republic,ECA,National,2018,HeadCount,EPL,1.9,0.008613964,2.195249,0.007864027,2.308829,0.01129742,-0.000749936999999999,0.002683456
KGZ,Kyrgyz Republic,ECA,National,2018,HeadCount,LPL,3.2,0.1549999,3.642544,0.1313986,3.981504,0.19593,-0.0236013,0.0409301
KGZ,Kyrgyz Republic,ECA,National,2018,HeadCount,UPL,5.5,0.6128246,6.11676,0.5632347,5.939234,0.5374379,-0.0495899000000001,-0.0753867
KOR,"Korea, Republic of",OHI,National,2018,HeadCount,EPL,1.9,0.002492806,2.195249,0.002492806,2.308829,0.002492806,0,0
KOR,"Korea, Republic of",OHI,National,2018,HeadCount,LPL,3.2,0.004969561,3.642544,0.007488055,3.981504,0.007488055,0.002518494,0.002518494
KOR,"Korea, Republic of",OHI,National,2018,HeadCount,UPL,5.5,0.009907304,6.11676,0.01238095,5.939234,0.01238095,0.002473646,0.002473646
LAC,Latin America & Caribbean,Aggregates,Regional,2018,HeadCount,EPL,1.9,0.0442786810571906,2.195249,0.0494620324449658,2.308829,0.0541739702819526,0.00518335138777516,0.00989528922476196
LAC,Latin America & Caribbean,Aggregates,Regional,2018,HeadCount,LPL,3.2,0.104573248931626,3.642544,0.117093000064557,3.981504,0.135820855682693,0.0125197511329311,0.0312476067510669
LAC,Latin America & Caribbean,Aggregates,Regional,2018,HeadCount,UPL,5.5,0.242966631762966,6.11676,0.262127034367976,5.939234,0.251525505498819,0.0191604026050095,0.00855887373585251
LAO,Lao People's Democratic Republic,EAP,National,2018,HeadCount,EPL,1.9,0.08639039,2.195249,0.06171749,2.308829,0.07424252,-0.0246729,-0.01214787
LAO,Lao People's Democratic Republic,EAP,National,2018,HeadCount,LPL,3.2,0.3596792,3.642544,0.2891397,3.981504,0.3470172,-0.0705395,-0.012662
LAO,Lao People's Democratic Republic,EAP,National,2018,HeadCount,UPL,5.5,0.728202,6.11676,0.652458,5.939234,0.6338941,-0.075744,-0.0943079
LBN,Lebanon,MNA,National,2018,HeadCount,EPL,1.9,0,2.195249,0,2.308829,0,0,0
LBN,Lebanon,MNA,National,2018,HeadCount,LPL,3.2,0.0006112976,3.642544,0.0006112976,3.981504,0.0006112976,0,0
LBN,Lebanon,MNA,National,2018,HeadCount,UPL,5.5,0.01971099,6.11676,0.01004848,5.939234,0.009670479,-0.00966251,-0.010040511
LBR,Liberia,SSA,National,2018,HeadCount,EPL,1.9,0.4208378,2.195249,0.0933055,2.308829,0.1104088,-0.3275323,-0.310429
LBR,Liberia,SSA,National,2018,HeadCount,LPL,3.2,0.7355133,3.642544,0.3285472,3.981504,0.3834796,-0.4069661,-0.3520337
LBR,Liberia,SSA,National,2018,HeadCount,UPL,5.5,0.9246813,6.11676,0.6602857,5.939234,0.6427545,-0.2643956,-0.2819268
LCA,St. Lucia,LAC,National,2018,HeadCount,EPL,1.9,0.04580246,2.195249,0.05122805,2.308829,0.06203255,0.00542558999999999,0.01623009
LCA,St. Lucia,LAC,National,2018,HeadCount,LPL,3.2,0.1020536,3.642544,0.1156234,3.981504,0.1258736,0.0135698,0.02382
LCA,St. Lucia,LAC,National,2018,HeadCount,UPL,5.5,0.2009801,6.11676,0.203232,5.939234,0.2009801,0.0022519,0
LKA,Sri Lanka,SAS,National,2018,HeadCount,EPL,1.9,0.00690439,2.195249,0.01233829,2.308829,0.01664238,0.0054339,0.00973799
LKA,Sri Lanka,SAS,National,2018,HeadCount,LPL,3.2,0.09211397,3.642544,0.1236261,3.981504,0.1632981,0.03151213,0.07118413
LKA,Sri Lanka,SAS,National,2018,HeadCount,UPL,5.5,0.3840998,6.11676,0.4253954,5.939234,0.406631,0.0412956,0.0225312
LSO,Lesotho,SSA,National,2018,HeadCount,EPL,1.9,0.2679849,2.195249,0.3385925,2.308829,0.3577275,0.0706076,0.0897426
LSO,Lesotho,SSA,National,2018,HeadCount,LPL,3.2,0.4960725,3.642544,0.5503779,3.981504,0.5895867,0.0543054,0.0935142
LSO,Lesotho,SSA,National,2018,HeadCount,UPL,5.5,0.7297063,6.11676,0.7713126,5.939234,0.7607871,0.0416063,0.0310808
LTU,Lithuania,ECA,National,2018,HeadCount,EPL,1.9,0.01022507,2.195249,0.01022507,2.308829,0.01042226,0,0.00019719
LTU,Lithuania,ECA,National,2018,HeadCount,LPL,3.2,0.01404569,3.642544,0.01413595,3.981504,0.01593877,9.026e-05,0.00189308
LTU,Lithuania,ECA,National,2018,HeadCount,UPL,5.5,0.03604773,6.11676,0.03534562,5.939234,0.0329709,-0.000702109999999999,-0.00307683
LUX,Luxembourg,OHI,National,2018,HeadCount,EPL,1.9,0.002683735,2.195249,0.003132935,2.308829,0.003132935,0.0004492,0.0004492
LUX,Luxembourg,OHI,National,2018,HeadCount,LPL,3.2,0.004043114,3.642544,0.004043114,3.981504,0.004122134,0,7.902e-05
LUX,Luxembourg,OHI,National,2018,HeadCount,UPL,5.5,0.006589666,6.11676,0.006589666,5.939234,0.006459688,0,-0.000129978
LVA,Latvia,ECA,National,2018,HeadCount,EPL,1.9,0.007166838,2.195249,0.007972179,2.308829,0.007972179,0.000805340999999999,0.000805340999999999
LVA,Latvia,ECA,National,2018,HeadCount,LPL,3.2,0.01444296,3.642544,0.01502629,3.981504,0.01665272,0.00058333,0.00220976
LVA,Latvia,ECA,National,2018,HeadCount,UPL,5.5,0.03118256,6.11676,0.03264643,5.939234,0.03113566,0.00146387,-4.69000000000025e-05
MAR,Morocco,MNA,National,2018,HeadCount,EPL,1.9,0.007025076,2.195249,0.01051038,2.308829,0.01391426,0.003485304,0.006889184
MAR,Morocco,MNA,National,2018,HeadCount,LPL,3.2,0.05836245,3.642544,0.07476295,3.981504,0.09856063,0.0164005,0.04019818
MAR,Morocco,MNA,National,2018,HeadCount,UPL,5.5,0.263524,6.11676,0.2943803,5.939234,0.2775419,0.0308563,0.0140179
MDA,Moldova,ECA,National,2018,HeadCount,EPL,1.9,0.0001823872,2.195249,0.0001823872,2.308829,0.0001823872,0,0
MDA,Moldova,ECA,National,2018,HeadCount,LPL,3.2,0.009495924,3.642544,0.006211543,3.981504,0.01002219,-0.003284381,0.000526266000000001
MDA,Moldova,ECA,National,2018,HeadCount,UPL,5.5,0.1334361,6.11676,0.09086143,5.939234,0.07769837,-0.04257467,-0.05573773
MDG,Madagascar,SSA,National,2018,HeadCount,EPL,1.9,0.7593938,2.195249,0.7852275,2.308829,0.801301,0.0258337,0.0419072
MDG,Madagascar,SSA,National,2018,HeadCount,LPL,3.2,0.9009306,3.642544,0.9116538,3.981504,0.9238774,0.0107231999999999,0.0229467999999999
MDG,Madagascar,SSA,National,2018,HeadCount,UPL,5.5,0.9699923,6.11676,0.9722318,5.939234,0.9704806,0.00223949999999995,0.000488299999999997
MDV,Maldives,SAS,National,2018,HeadCount,EPL,1.9,0,2.195249,0,2.308829,0,0,0
MDV,Maldives,SAS,National,2018,HeadCount,LPL,3.2,0.004110777,3.642544,0.001455777,3.981504,0.002550518,-0.002655,-0.001560259
MDV,Maldives,SAS,National,2018,HeadCount,UPL,5.5,0.05628719,6.11676,0.02778072,5.939234,0.02113272,-0.02850647,-0.03515447
MEX,Mexico,LAC,National,2018,HeadCount,EPL,1.9,0.01741983,2.195249,0.0190475,2.308829,0.02190724,0.00162767,0.00448741
MEX,Mexico,LAC,National,2018,HeadCount,LPL,3.2,0.06576014,3.642544,0.06915786,3.981504,0.08749563,0.00339772000000001,0.02173549
MEX,Mexico,LAC,National,2018,HeadCount,UPL,5.5,0.2300612,6.11676,0.229252,5.939234,0.2161074,-0.000809199999999982,-0.0139538
MKD,North Macedonia,ECA,National,2018,HeadCount,EPL,1.9,0.04055848,2.195249,0.04555062,2.308829,0.04945339,0.00499214,0.00889491
MKD,North Macedonia,ECA,National,2018,HeadCount,LPL,3.2,0.08500302,3.642544,0.08863564,3.981504,0.1012022,0.00363262,0.01619918
MKD,North Macedonia,ECA,National,2018,HeadCount,UPL,5.5,0.1730087,6.11676,0.1794401,5.939234,0.1693414,0.0064314,-0.00366729999999998
MLI,Mali,SSA,National,2018,HeadCount,EPL,1.9,0.4266969,2.195249,0.4259594,2.308829,0.463014,-0.000737500000000002,0.0363171
MLI,Mali,SSA,National,2018,HeadCount,LPL,3.2,0.7489593,3.642544,0.7419695,3.981504,0.7833989,-0.00698980000000005,0.0344396
MLI,Mali,SSA,National,2018,HeadCount,UPL,5.5,0.9335567,6.11676,0.9254742,5.939234,0.9200775,-0.00808249999999999,-0.0134792
MLT,Malta,OHI,National,2018,HeadCount,EPL,1.9,0.001598865,2.195249,0.001598865,2.308829,0.001598865,0,0
MLT,Malta,OHI,National,2018,HeadCount,LPL,3.2,0.002060997,3.642544,0.002154493,3.981504,0.002212111,9.34959999999998e-05,0.000151114
MLT,Malta,OHI,National,2018,HeadCount,UPL,5.5,0.002863169,6.11676,0.003113678,5.939234,0.003113678,0.000250509,0.000250509
MMR,Myanmar,EAP,National,2018,HeadCount,EPL,1.9,0.01524815,2.195249,0.01701784,2.308829,0.02212749,0.00176969,0.00687934
MMR,Myanmar,EAP,National,2018,HeadCount,LPL,3.2,0.1599822,3.642544,0.1637766,3.981504,0.2167049,0.0037944,0.0567227
MMR,Myanmar,EAP,National,2018,HeadCount,UPL,5.5,0.5645345,6.11676,0.5495443,5.939234,0.5254519,-0.0149902000000001,-0.0390826000000001
MNA,Middle East & North Africa,Aggregates,Regional,2018,HeadCount,EPL,1.9,0.0751078217151887,2.195249,0.00572896666989624,2.308829,0.00699761601949702,-0.0693788550452925,-0.0681102056956917
MNA,Middle East & North Africa,Aggregates,Regional,2018,HeadCount,LPL,3.2,0.205662148737021,3.642544,0.0442624517224675,3.981504,0.0619957806145923,-0.161399697014553,-0.143666368122429
MNA,Middle East & North Africa,Aggregates,Regional,2018,HeadCount,UPL,5.5,0.457505465833266,6.11676,0.235212680255557,5.939234,0.218655058407281,-0.222292785577709,-0.238850407425985
MNE,Montenegro,ECA,National,2018,HeadCount,EPL,1.9,0.009075765,2.195249,0.009075765,2.308829,0.01134626,0,0.002270495
MNE,Montenegro,ECA,National,2018,HeadCount,LPL,3.2,0.06352582,3.642544,0.06176962,3.981504,0.07655946,-0.0017562,0.01303364
MNE,Montenegro,ECA,National,2018,HeadCount,UPL,5.5,0.1589888,6.11676,0.148266,5.939234,0.1422058,-0.0107228,-0.016783
MNG,Mongolia,EAP,National,2018,HeadCount,EPL,1.9,0.005376511,2.195249,0.007855814,2.308829,0.0103073,0.002479303,0.004930789
MNG,Mongolia,EAP,National,2018,HeadCount,LPL,3.2,0.05594164,3.642544,0.07062855,3.981504,0.09566252,0.01468691,0.03972088
MNG,Mongolia,EAP,National,2018,HeadCount,UPL,5.5,0.2886571,6.11676,0.315447,5.939234,0.2960871,0.0267899,0.00742999999999999
MOZ,Mozambique,SSA,National,2018,HeadCount,EPL,1.9,0.6111013,2.195249,0.6384928,2.308829,0.6592308,0.0273915,0.0481295
MOZ,Mozambique,SSA,National,2018,HeadCount,LPL,3.2,0.8060408,3.642544,0.8208687,3.981504,0.8420167,0.0148279,0.0359759
MOZ,Mozambique,SSA,National,2018,HeadCount,UPL,5.5,0.9139075,6.11676,0.9176701,5.939234,0.9133686,0.00376260000000006,-0.000538900000000009
MRT,Mauritania,SSA,National,2018,HeadCount,EPL,1.9,0.06436756,2.195249,0.07348343,2.308829,0.0843093,0.00911587,0.01994174
MRT,Mauritania,SSA,National,2018,HeadCount,LPL,3.2,0.2530321,3.642544,0.2761683,3.981504,0.3300221,0.0231362,0.07699
MRT,Mauritania,SSA,National,2018,HeadCount,UPL,5.5,0.603648,6.11676,0.6111087,5.939234,0.59297,0.00746069999999999,-0.010678
MUS,Mauritius,SSA,National,2018,HeadCount,EPL,1.9,0.001399837,2.195249,0.001066179,2.308829,0.00181041,-0.000333658,0.000410573
MUS,Mauritius,SSA,National,2018,HeadCount,LPL,3.2,0.01839966,3.642544,0.01609003,3.981504,0.02170032,-0.00230963,0.00330066
MUS,Mauritius,SSA,National,2018,HeadCount,UPL,5.5,0.1072211,6.11676,0.08356116,5.939234,0.07570892,-0.02365994,-0.03151218
MWI,Malawi,SSA,National,2018,HeadCount,EPL,1.9,0.6928777,2.195249,0.7573481,2.308829,0.7769471,0.0644703999999999,0.0840694
MWI,Malawi,SSA,National,2018,HeadCount,LPL,3.2,0.8902607,3.642544,0.9133744,3.981504,0.9288458,0.0231137,0.0385851
MWI,Malawi,SSA,National,2018,HeadCount,UPL,5.5,0.9661523,6.11676,0.9731943,5.939234,0.9704105,0.00704199999999999,0.00425819999999999
MYS,Malaysia,EAP,National,2018,HeadCount,EPL,1.9,6.27996e-05,2.195249,6.961048e-05,2.308829,0.0001035119,6.81088e-06,4.07123e-05
MYS,Malaysia,EAP,National,2018,HeadCount,LPL,3.2,0.001014078,3.642544,0.001385428,3.981504,0.00256284,0.00037135,0.001548762
MYS,Malaysia,EAP,National,2018,HeadCount,UPL,5.5,0.01497607,6.11676,0.01802695,5.939234,0.01582655,0.00305088,0.000850480000000002
NAM,Namibia,SSA,National,2018,HeadCount,EPL,1.9,0.1477221,2.195249,0.174684,2.308829,0.1939136,0.0269619,0.0461915
NAM,Namibia,SSA,National,2018,HeadCount,LPL,3.2,0.3162722,3.642544,0.3509832,3.981504,0.3823709,0.034711,0.0660987
NAM,Namibia,SSA,National,2018,HeadCount,UPL,5.5,0.5228852,6.11676,0.5515152,5.939234,0.5403115,0.0286299999999999,0.0174262999999999
NER,Niger,SSA,National,2018,HeadCount,EPL,1.9,0.4133703,2.195249,0.5211725,2.308829,0.5530381,0.1078022,0.1396678
NER,Niger,SSA,National,2018,HeadCount,LPL,3.2,0.7410205,3.642544,0.8058333,3.981504,0.8391134,0.0648128,0.0980929
NER,Niger,SSA,National,2018,HeadCount,UPL,5.5,0.9243026,6.11676,0.9497725,5.939234,0.9428144,0.0254699,0.0185118000000001
NGA,Nigeria,SSA,National,2018,HeadCount,EPL,1.9,0.5084735,2.195249,0.2786083,2.308829,0.3077599,-0.2298652,-0.2007136
NGA,Nigeria,SSA,National,2018,HeadCount,LPL,3.2,0.7563161,3.642544,0.5783029,3.981504,0.63323,-0.1780132,-0.1230861
NGA,Nigeria,SSA,National,2018,HeadCount,UPL,5.5,0.9106656,6.11676,0.8421055,5.939234,0.8314959,-0.0685601,-0.0791697
NIC,Nicaragua,LAC,National,2018,HeadCount,EPL,1.9,0.02505943,2.195249,0.03732801,2.308829,0.04528433,0.01226858,0.0202249
NIC,Nicaragua,LAC,National,2018,HeadCount,LPL,3.2,0.1037634,3.642544,0.1349922,3.981504,0.1585215,0.0312288,0.0547581
NIC,Nicaragua,LAC,National,2018,HeadCount,UPL,5.5,0.3193947,6.11676,0.3440248,5.939234,0.3298314,0.0246301,0.0104367
NLD,Netherlands,OHI,National,2018,HeadCount,EPL,1.9,0.001783794,2.195249,0.001887662,2.308829,0.001887662,0.000103868,0.000103868
NLD,Netherlands,OHI,National,2018,HeadCount,LPL,3.2,0.002540825,3.642544,0.002954605,3.981504,0.003001276,0.00041378,0.000460451
NLD,Netherlands,OHI,National,2018,HeadCount,UPL,5.5,0.003664335,6.11676,0.00389346,5.939234,0.003664335,0.000229125,0
NOR,Norway,OHI,National,2018,HeadCount,EPL,1.9,0.002399487,2.195249,0.002683494,2.308829,0.002916525,0.000284007,0.000517038
NOR,Norway,OHI,National,2018,HeadCount,LPL,3.2,0.003452965,3.642544,0.003452965,3.981504,0.003605376,0,0.000152411
NOR,Norway,OHI,National,2018,HeadCount,UPL,5.5,0.00481723,6.11676,0.005069313,5.939234,0.00481723,0.000252083,0
NPL,Nepal,SAS,National,2018,HeadCount,EPL,1.9,0.05806006,2.195249,0.02976142,2.308829,0.0377905,-0.02829864,-0.02026956
NPL,Nepal,SAS,National,2018,HeadCount,LPL,3.2,0.336023,3.642544,0.2314901,3.981504,0.2910946,-0.1045329,-0.0449284
NPL,Nepal,SAS,National,2018,HeadCount,UPL,5.5,0.7063878,6.11676,0.5911787,5.939234,0.5695907,-0.1152091,-0.1367971
OHI,Other High Income,Aggregates,Regional,2018,HeadCount,EPL,1.9,0.00673589840683935,2.195249,0.00610935160147165,2.308829,0.00613574451103661,-0.000626546805367701,-0.000600153895802744
OHI,Other High Income,Aggregates,Regional,2018,HeadCount,LPL,3.2,0.00816442012396977,3.642544,0.00852080033996736,3.981504,0.00872802112021501,0.00035638021599759,0.000563600996245242
OHI,Other High Income,Aggregates,Regional,2018,HeadCount,UPL,5.5,0.0127030657342319,6.11676,0.0130393710824225,5.939234,0.0128241444030976,0.000336305348190591,0.000121078668865741
PAK,Pakistan,SAS,National,2018,HeadCount,EPL,1.9,0.01610454,2.195249,0.028483,2.308829,0.03852252,0.01237846,0.02241798
PAK,Pakistan,SAS,National,2018,HeadCount,LPL,3.2,0.2436983,3.642544,0.288688,3.981504,0.3614671,0.0449897,0.1177688
PAK,Pakistan,SAS,National,2018,HeadCount,UPL,5.5,0.6713972,6.11676,0.6953715,5.939234,0.6758573,0.0239743,0.00446009999999997
PAN,Panama,LAC,National,2018,HeadCount,EPL,1.9,0.0170365,2.195249,0.01462091,2.308829,0.0160323,-0.00241559,-0.0010042
PAN,Panama,LAC,National,2018,HeadCount,LPL,3.2,0.05213932,3.642544,0.04377847,3.981504,0.05156313,-0.00836085,-0.000576190000000004
PAN,Panama,LAC,National,2018,HeadCount,UPL,5.5,0.1265016,6.11676,0.1052393,5.939234,0.1005038,-0.0212623,-0.0259978
PER,Peru,LAC,National,2018,HeadCount,EPL,1.9,0.02640791,2.195249,0.0371309,2.308829,0.04170578,0.01072299,0.01529787
PER,Peru,LAC,National,2018,HeadCount,LPL,3.2,0.08349677,3.642544,0.106269,3.981504,0.1271951,0.02277223,0.04369833
PER,Peru,LAC,National,2018,HeadCount,UPL,5.5,0.2209907,6.11676,0.2562882,5.939234,0.245242,0.0352975,0.0242513
PHL,Philippines,EAP,National,2018,HeadCount,EPL,1.9,0.0458152,2.195249,0.05274677,2.308829,0.06373327,0.00693157,0.01791807
PHL,Philippines,EAP,National,2018,HeadCount,LPL,3.2,0.2462725,3.642544,0.2577048,3.981504,0.3091253,0.0114323,0.0628528
PHL,Philippines,EAP,National,2018,HeadCount,UPL,5.5,0.561173,6.11676,0.5585202,5.939234,0.542285,-0.00265280000000001,-0.018888
PNG,Papua New Guinea,EAP,National,2018,HeadCount,EPL,1.9,0.2733702,2.195249,0.3014244,2.308829,0.321789,0.0280542,0.0484188
PNG,Papua New Guinea,EAP,National,2018,HeadCount,LPL,3.2,0.5275857,3.642544,0.5451854,3.981504,0.5956807,0.0175997,0.0680949999999999
PNG,Papua New Guinea,EAP,National,2018,HeadCount,UPL,5.5,0.7881674,6.11676,0.794159,5.939234,0.7854653,0.00599159999999999,-0.00270209999999993
POL,Poland,ECA,National,2018,HeadCount,EPL,1.9,0.003244305,2.195249,0.00348525,2.308829,0.003763103,0.000240945,0.000518798
POL,Poland,ECA,National,2018,HeadCount,LPL,3.2,0.005604555,3.642544,0.00576521,3.981504,0.006496411,0.000160655,0.000891856
POL,Poland,ECA,National,2018,HeadCount,UPL,5.5,0.01177616,6.11676,0.01341811,5.939234,0.01163919,0.00164195,-0.00013697
PRT,Portugal,OHI,National,2018,HeadCount,EPL,1.9,0.004049973,2.195249,0.00410496,2.308829,0.004115205,5.49870000000003e-05,6.52320000000001e-05
PRT,Portugal,OHI,National,2018,HeadCount,LPL,3.2,0.006374772,3.642544,0.007054854,3.981504,0.007894741,0.000680082,0.001519969
PRT,Portugal,OHI,National,2018,HeadCount,UPL,5.5,0.0169044,6.11676,0.01651359,5.939234,0.0151699,-0.000390809999999998,-0.0017345
PRY,Paraguay,LAC,National,2018,HeadCount,EPL,1.9,0.01634135,2.195249,0.01721697,2.308829,0.02147522,0.000875620000000001,0.00513387
PRY,Paraguay,LAC,National,2018,HeadCount,LPL,3.2,0.05935156,3.642544,0.0595239,3.981504,0.07439936,0.00017234,0.0150478
PRY,Paraguay,LAC,National,2018,HeadCount,UPL,5.5,0.1701807,6.11676,0.164272,5.939234,0.1554398,-0.00590869999999999,-0.0147409
